Category	Country	Customer ID	Order Date	Order ID	Payment Method	Product ID	Return Status	Review Rating	Shipping Method	Discount	Price	Profit	Quantity	Returned Quantity	Shipping Cost	
Sports	France	9723	12/20/2023 0:00	ORDER01485	Cash	217	No	4	Standard	21.00%	$791.50 	$531 	7	4	$21.50 	
Sports	France	3487	5/12/2023 0:00	ORDER08189	Cash	849	No	4	Standard	15.00%	$322.50 	$126 	2	5	$16.70 	
Sports	France	8111	12/22/2023 0:00	ORDER06758	Cash	866	No	5	Standard	31.00%	$481.20 	$316 	9	0	$17.50 	
Sports	France	6833	4/1/2023 0:00	ORDER07662	Cash	342	No	5	Standard	35.00%	$185.40 	$138 	7	2	$8.30 	
Sports	France	9940	7/4/2023 0:00	ORDER09371	Cash	236	No	5	Standard	39.00%	$567.40 	$502 	9	2	$46.90 	
Sports	Germany	1085	6/1/2023 0:00	ORDER03538	Cash	124	No	1	Standard	7.00%	$648.40 	"$1,726 "	10	0	$10.30 	
Sports	Germany	1444	12/5/2023 0:00	ORDER07000	Cash	397	No	2	Standard	29.00%	$480.60 	$260 	4	0	$3.80 	
Sports	Germany	5569	9/28/2023 0:00	ORDER03905	Cash	35	No	2	Standard	7.00%	$593.90 	$819 	5	3	$29.10 	
Sports	Germany	2255	7/3/2023 0:00	ORDER01697	Cash	278	No	3	Standard	38.00%	$112.70 	$45 	3	1	$3.60 	
Sports	Germany	2919	4/10/2023 0:00	ORDER08325	Cash	912	No	3	Standard	29.00%	$864.30 	"$1,333 "	10	2	$24.60 	
Sports	Germany	3558	3/27/2023 0:00	ORDER03778	Cash	152	No	3	Standard	13.00%	$86.50 	$137 	7	3	$37.20 	
Sports	Germany	2102	6/24/2023 0:00	ORDER04131	Cash	132	No	3	Standard	29.00%	$760.40 	$121 	1	4	$5.50 	
Sports	Germany	1310	12/26/2023 0:00	ORDER07019	Cash	476	No	3	Standard	28.00%	$301.70 	$325 	9	5	$15.20 	
Sports	Germany	7294	3/28/2023 0:00	ORDER02642	Cash	448	No	4	Standard	17.00%	$83.40 	$70 	10	1	$43.50 	
Sports	Germany	2849	2/28/2023 0:00	ORDER02650	Cash	536	No	4	Standard	10.00%	$487.80 	$95 	1	3	$10.30 	
Sports	Germany	4732	7/24/2023 0:00	ORDER04724	Cash	101	No	4	Standard	21.00%	$124.10 	$29 	1	4	$38.10 	
Sports	Germany	5416	6/5/2023 0:00	ORDER09703	Cash	480	No	5	Standard	6.00%	$472.10 	$491 	8	4	$6.50 	
Sports	Germany	1702	9/9/2023 0:00	ORDER09027	Cash	22	No	5	Standard	32.00%	$918.60 	$847 	8	4	$28.30 	
Sports	UK	8236	2/14/2023 0:00	ORDER06664	Cash	130	No	1	Standard	17.00%	$120.30 	$137 	7	3	$37.80 	
Sports	UK	3002	8/24/2023 0:00	ORDER06466	Cash	294	No	1	Standard	31.00%	$406.00 	$731 	9	3	$21.70 	
Sports	UK	6458	3/9/2023 0:00	ORDER03748	Cash	658	No	1	Standard	31.00%	$216.20 	$78 	2	5	$25.30 	
Sports	UK	3993	9/22/2023 0:00	ORDER04167	Cash	265	No	2	Standard	37.00%	$437.90 	$158 	4	3	$17.10 	
Sports	UK	9224	9/28/2023 0:00	ORDER03087	Cash	581	No	2	Standard	13.00%	$550.70 	$580 	9	3	$16.40 	
Sports	UK	8823	8/10/2023 0:00	ORDER08533	Cash	457	No	2	Standard	9.00%	$208.90 	$209 	5	5	$13.60 	
Sports	UK	3846	5/28/2023 0:00	ORDER08423	Cash	395	No	2	Standard	13.00%	$663.00 	$978 	6	5	$39.00 	
Sports	UK	6865	5/11/2023 0:00	ORDER08437	Cash	751	No	3	Standard	7.00%	$196.60 	$130 	4	1	$7.10 	
Sports	UK	2743	12/13/2023 0:00	ORDER04844	Cash	390	No	3	Standard	34.00%	$781.80 	$260 	5	2	$46.40 	
Sports	UK	6261	2/22/2023 0:00	ORDER01607	Cash	599	No	3	Standard	35.00%	$848.20 	"$1,247 "	10	2	$15.00 	
Sports	UK	2009	6/7/2023 0:00	ORDER07028	Cash	132	No	3	Standard	16.00%	$139.70 	$218 	7	5	$33.40 	
Sports	UK	7134	11/10/2023 0:00	ORDER01414	Cash	16	No	4	Standard	36.00%	$700.30 	$264 	2	0	$8.30 	
Sports	UK	5139	12/7/2023 0:00	ORDER09603	Cash	4	No	4	Standard	12.00%	$512.80 	$94 	2	1	$9.70 	
Sports	UK	4804	10/19/2023 0:00	ORDER07637	Cash	323	No	4	Standard	27.00%	$893.40 	$923 	6	1	$9.00 	
Sports	UK	2718	2/22/2023 0:00	ORDER02153	Cash	925	No	4	Standard	14.00%	$365.20 	$313 	4	5	$29.20 	
Sports	UK	2708	4/27/2023 0:00	ORDER04663	Cash	598	No	5	Standard	18.00%	$111.20 	$22 	1	0	$3.00 	
Sports	UK	5200	8/7/2023 0:00	ORDER05972	Cash	729	No	5	Standard	16.00%	$987.60 	"$1,853 "	9	0	$19.20 	
Sports	UK	1713	11/23/2023 0:00	ORDER06600	Cash	310	No	5	Standard	16.00%	$439.40 	$343 	5	1	$28.80 	
Sports	UK	7821	12/6/2023 0:00	ORDER04123	Cash	890	No	5	Standard	32.00%	$101.10 	$146 	10	2	$24.40 	
Sports	UK	3804	6/9/2023 0:00	ORDER04442	Cash	65	No	5	Standard	16.00%	$728.30 	$340 	3	3	$43.70 	
Sports	UK	3636	7/17/2023 0:00	ORDER05373	Cash	35	No	5	Standard	21.00%	$685.50 	$484 	3	5	$42.30 	
Sports	UK	8245	4/8/2023 0:00	ORDER06378	Cash	716	No	5	Standard	26.00%	$158.50 	$175 	9	5	$3.30 	
Sports	USA	2818	6/14/2023 0:00	ORDER07949	Cash	50	No	1	Standard	17.00%	$28.60 	$5 	2	0	$29.00 	
Sports	USA	3635	1/13/2023 0:00	ORDER05937	Cash	196	No	1	Standard	10.00%	$850.90 	"$1,958 "	9	1	$21.30 	
Sports	USA	5589	3/14/2023 0:00	ORDER02414	Cash	644	No	1	Standard	11.00%	$421.70 	$377 	9	5	$19.10 	
Sports	USA	4338	6/7/2023 0:00	ORDER08438	Cash	309	No	2	Standard	17.00%	$914.50 	$769 	7	2	$28.70 	
Sports	USA	2669	12/9/2023 0:00	ORDER09386	Cash	953	No	2	Standard	26.00%	$452.90 	$343 	7	2	$42.10 	
Sports	USA	8809	1/18/2023 0:00	ORDER03577	Cash	266	No	2	Standard	9.00%	$843.10 	$658 	5	4	$24.20 	
Sports	USA	2961	11/6/2023 0:00	ORDER06201	Cash	719	No	2	Standard	26.00%	$625.80 	$652 	8	4	$41.60 	
Sports	USA	3770	9/28/2023 0:00	ORDER04600	Cash	113	No	2	Standard	17.00%	$729.00 	$69 	1	5	$44.70 	
Sports	USA	6560	2/2/2023 0:00	ORDER07021	Cash	724	No	2	Standard	8.00%	$506.80 	$303 	4	5	$4.40 	
Sports	USA	4796	2/18/2023 0:00	ORDER05553	Cash	504	No	3	Standard	40.00%	$271.70 	$183 	7	3	$49.40 	
Sports	USA	2131	8/3/2023 0:00	ORDER05645	Cash	81	No	4	Standard	19.00%	$225.80 	$90 	4	0	$13.10 	
Sports	USA	7277	4/12/2023 0:00	ORDER02823	Cash	19	No	4	Standard	32.00%	$897.70 	"$1,069 "	8	1	$28.10 	
Sports	USA	2360	2/6/2023 0:00	ORDER03666	Cash	863	No	4	Standard	34.00%	$64.40 	$43 	6	5	$11.20 	
Books	Canada	2186	12/9/2023 0:00	ORDER02190	Credit Card	485	No	1	Standard	5.00%	$309.10 	$468 	7	2	$8.30 	
Books	Canada	2004	6/15/2023 0:00	ORDER09329	Credit Card	413	No	1	Standard	24.00%	$386.00 	$67 	2	4	$38.90 	
Books	Canada	7429	6/28/2023 0:00	ORDER05934	Credit Card	375	No	2	Standard	20.00%	$952.10 	$358 	3	0	$13.50 	
Books	Canada	8550	7/4/2023 0:00	ORDER05397	Credit Card	925	No	2	Standard	21.00%	$945.00 	$449 	5	1	$44.30 	
Books	Canada	9165	8/17/2023 0:00	ORDER05766	Credit Card	696	No	2	Standard	25.00%	$187.20 	$132 	6	3	$38.30 	
Books	Canada	4716	11/11/2023 0:00	ORDER04424	Credit Card	903	No	2	Standard	36.00%	$733.90 	$584 	7	3	$40.30 	
Books	Canada	2790	7/13/2023 0:00	ORDER08968	Credit Card	402	No	2	Standard	25.00%	$639.30 	$687 	8	4	$17.80 	
Books	Canada	4795	12/1/2023 0:00	ORDER07554	Credit Card	850	No	2	Standard	26.00%	$553.20 	$457 	9	4	$24.80 	
Books	Canada	6581	1/15/2023 0:00	ORDER01182	Credit Card	902	No	2	Standard	10.00%	$317.20 	$590 	7	5	$11.20 	
Books	Canada	1078	8/6/2023 0:00	ORDER07688	Credit Card	874	No	2	Standard	32.00%	$419.60 	$585 	7	5	$23.50 	
Books	Canada	7933	12/3/2023 0:00	ORDER01067	Credit Card	960	No	3	Standard	29.00%	$603.80 	$201 	2	0	$46.00 	
Books	Canada	8035	7/4/2023 0:00	ORDER01643	Credit Card	581	No	3	Standard	31.00%	$961.50 	$273 	3	0	$38.10 	
Books	Canada	9159	10/1/2023 0:00	ORDER05238	Credit Card	861	No	3	Standard	38.00%	$145.40 	$31 	3	0	$34.40 	
Books	Canada	8541	6/27/2023 0:00	ORDER07183	Credit Card	625	No	3	Standard	11.00%	$507.80 	$898 	7	0	$12.30 	
Books	Canada	7449	7/19/2023 0:00	ORDER03977	Credit Card	268	No	3	Standard	7.00%	$813.20 	"$1,467 "	9	0	$37.10 	
Books	Canada	9430	8/19/2023 0:00	ORDER07633	Credit Card	825	No	3	Standard	12.00%	$138.40 	$73 	5	3	$31.00 	
Books	Canada	8037	1/20/2023 0:00	ORDER01694	Credit Card	412	No	3	Standard	19.00%	$929.30 	$373 	2	4	$36.60 	
Books	Canada	2771	7/3/2023 0:00	ORDER06049	Credit Card	218	No	3	Standard	31.00%	$189.30 	$72 	2	5	$13.80 	
Books	Canada	6790	7/20/2023 0:00	ORDER09041	Credit Card	975	No	4	Standard	27.00%	$627.20 	$728 	7	1	$46.00 	
Books	Canada	2206	8/11/2023 0:00	ORDER04418	Credit Card	881	No	4	Standard	38.00%	$990.40 	$334 	2	2	$33.90 	
Books	Canada	4820	3/5/2023 0:00	ORDER03721	Credit Card	99	No	5	Standard	15.00%	$778.40 	$594 	3	4	$24.60 	
Books	Canada	7364	6/24/2023 0:00	ORDER06768	Credit Card	372	No	5	Standard	27.00%	$977.80 	$319 	2	5	$9.30 	
Books	Canada	5479	2/23/2023 0:00	ORDER09599	Credit Card	346	No	5	Standard	28.00%	$715.30 	$314 	5	5	$19.70 	
Books	France	9443	11/12/2023 0:00	ORDER08608	Credit Card	991	No	1	Standard	38.00%	$152.40 	$196 	7	3	$6.10 	
Books	France	8090	6/3/2023 0:00	ORDER06955	Credit Card	463	No	2	Standard	17.00%	$502.20 	$565 	5	1	$8.30 	
Books	France	1203	1/6/2023 0:00	ORDER09869	Credit Card	567	No	2	Standard	8.00%	$223.70 	$280 	5	5	$9.10 	
Books	France	9803	4/20/2023 0:00	ORDER06040	Credit Card	36	No	2	Standard	31.00%	$683.40 	$400 	5	5	$46.90 	
Books	France	7632	12/28/2023 0:00	ORDER02539	Credit Card	893	No	3	Standard	18.00%	$790.00 	"$1,412 "	10	0	$23.50 	
Books	France	3773	8/3/2023 0:00	ORDER01724	Credit Card	470	No	3	Standard	32.00%	$33.10 	$23 	5	5	$35.20 	
Books	France	4406	5/17/2023 0:00	ORDER03436	Credit Card	373	No	4	Standard	36.00%	$439.20 	$635 	8	1	$34.20 	
Books	France	2895	5/17/2023 0:00	ORDER09985	Credit Card	176	No	4	Standard	24.00%	$641.60 	$268 	4	2	$25.10 	
Books	France	5370	10/16/2023 0:00	ORDER01907	Credit Card	465	No	4	Standard	20.00%	$746.30 	$430 	3	3	$14.70 	
Books	France	6303	6/10/2023 0:00	ORDER04749	Credit Card	493	No	4	Standard	23.00%	$462.30 	$562 	6	4	$13.20 	
Books	France	5088	10/11/2023 0:00	ORDER05755	Credit Card	437	No	4	Standard	9.00%	$43.90 	$53 	8	4	$28.10 	
Books	France	9309	6/1/2023 0:00	ORDER04389	Credit Card	566	No	4	Standard	38.00%	$72.90 	$15 	2	5	$49.80 	
Books	France	4562	11/22/2023 0:00	ORDER04385	Credit Card	721	No	5	Standard	18.00%	$301.80 	$92 	2	0	$9.80 	
Books	France	9205	5/28/2023 0:00	ORDER07154	Credit Card	306	No	5	Standard	16.00%	$544.20 	"$1,181 "	9	2	$25.60 	
Books	France	3265	2/19/2023 0:00	ORDER07609	Credit Card	164	No	5	Standard	16.00%	$320.30 	$209 	3	3	$28.90 	
Books	France	5153	10/1/2023 0:00	ORDER03201	Credit Card	874	No	5	Standard	18.00%	$420.50 	$279 	4	3	$32.90 	
Books	Germany	3070	2/6/2023 0:00	ORDER07264	Credit Card	990	No	1	Standard	37.00%	$675.90 	$74 	1	0	$8.80 	
Books	Germany	9774	4/27/2023 0:00	ORDER04329	Credit Card	560	No	1	Standard	25.00%	$776.90 	$706 	6	0	$19.30 	
Books	Germany	5278	3/1/2023 0:00	ORDER05733	Credit Card	702	No	1	Standard	16.00%	$398.90 	$35 	1	1	$11.70 	
Books	Germany	3406	1/21/2023 0:00	ORDER08073	Credit Card	71	No	1	Standard	18.00%	$914.60 	$307 	2	2	$9.70 	
Books	Germany	8301	4/25/2023 0:00	ORDER04798	Credit Card	816	No	1	Standard	11.00%	$25.10 	$25 	5	4	$14.70 	
Books	Germany	1050	9/11/2023 0:00	ORDER04833	Credit Card	588	No	1	Standard	30.00%	$641.20 	$856 	8	5	$12.10 	
Books	Germany	5255	5/17/2023 0:00	ORDER07947	Credit Card	739	No	2	Standard	17.00%	$644.70 	$401 	5	0	$12.90 	
Books	Germany	9974	1/18/2023 0:00	ORDER05668	Credit Card	328	No	2	Standard	32.00%	$618.00 	$395 	8	1	$47.30 	
Books	Germany	3768	1/15/2023 0:00	ORDER02796	Credit Card	530	No	2	Standard	19.00%	$749.80 	$843 	5	2	$37.80 	
Books	Germany	1489	12/17/2023 0:00	ORDER08685	Credit Card	811	No	2	Standard	37.00%	$538.70 	$271 	3	5	$30.00 	
Books	Germany	9837	12/10/2023 0:00	ORDER01194	Credit Card	587	No	2	Standard	13.00%	$903.20 	$932 	4	5	$39.60 	
Books	Germany	5381	12/6/2023 0:00	ORDER03228	Credit Card	785	No	2	Standard	28.00%	$655.30 	$665 	5	5	$3.70 	
Books	Germany	4162	6/11/2023 0:00	ORDER09497	Credit Card	953	No	3	Standard	7.00%	$732.70 	"$1,658 "	9	1	$17.90 	
Books	Germany	5974	3/17/2023 0:00	ORDER09001	Credit Card	578	No	3	Standard	13.00%	$810.50 	"$1,991 "	10	2	$15.50 	
Books	Germany	8971	4/21/2023 0:00	ORDER07746	Credit Card	721	No	4	Standard	36.00%	$965.70 	$426 	6	0	$34.50 	
Books	Germany	9846	10/12/2023 0:00	ORDER08153	Credit Card	543	No	4	Standard	40.00%	$417.00 	$288 	4	1	$45.20 	
Books	Germany	2904	2/23/2023 0:00	ORDER07054	Credit Card	997	No	4	Standard	25.00%	$222.90 	$240 	7	1	$24.60 	
Books	Germany	1904	10/26/2023 0:00	ORDER01796	Credit Card	148	No	4	Standard	9.00%	$369.80 	$76 	1	5	$20.70 	
Books	Germany	9951	1/14/2023 0:00	ORDER02432	Credit Card	643	No	4	Standard	19.00%	$811.90 	$101 	1	5	$40.80 	
Books	Germany	2892	11/19/2023 0:00	ORDER05790	Credit Card	23	No	5	Standard	10.00%	$290.80 	$170 	3	1	$10.20 	
Books	Germany	5016	11/1/2023 0:00	ORDER06485	Credit Card	976	No	5	Standard	31.00%	$820.40 	$806 	8	2	$41.80 	
Books	Germany	7376	9/22/2023 0:00	ORDER06894	Credit Card	736	No	5	Standard	34.00%	$540.60 	$552 	7	3	$5.50 	
Books	UK	8993	5/13/2023 0:00	ORDER09942	Credit Card	30	No	1	Standard	26.00%	$274.70 	$186 	6	0	$3.00 	
Books	UK	9360	8/11/2023 0:00	ORDER07212	Credit Card	599	No	1	Standard	36.00%	$182.60 	$56 	2	1	$10.00 	
Books	UK	7555	12/20/2023 0:00	ORDER06224	Credit Card	164	No	1	Standard	6.00%	$387.30 	$301 	3	1	$43.80 	
Books	UK	3022	8/14/2023 0:00	ORDER05230	Credit Card	622	No	1	Standard	34.00%	$734.60 	$284 	4	3	$36.90 	
Books	UK	8474	6/21/2023 0:00	ORDER08409	Credit Card	186	No	2	Standard	23.00%	$589.20 	$724 	8	0	$3.20 	
Books	UK	6450	1/15/2023 0:00	ORDER02043	Credit Card	708	No	2	Standard	22.00%	$474.60 	$312 	4	1	$8.20 	
Books	UK	2348	3/28/2023 0:00	ORDER07780	Credit Card	639	No	2	Standard	9.00%	$972.10 	$236 	1	2	$3.90 	
Books	UK	4800	8/3/2023 0:00	ORDER01977	Credit Card	779	No	2	Standard	35.00%	$879.90 	"$1,555 "	10	2	$6.00 	
Books	UK	6287	2/26/2023 0:00	ORDER01405	Credit Card	586	No	2	Standard	6.00%	$559.90 	$862 	6	5	$48.30 	
Books	UK	7797	4/8/2023 0:00	ORDER03847	Credit Card	591	No	3	Standard	14.00%	$634.10 	"$1,077 "	8	0	$23.80 	
Books	UK	2138	8/27/2023 0:00	ORDER08560	Credit Card	626	No	3	Standard	17.00%	$151.20 	$222 	9	0	$49.70 	
Books	UK	2116	2/25/2023 0:00	ORDER03717	Credit Card	41	No	3	Standard	18.00%	$572.50 	$547 	8	1	$10.70 	
Books	UK	4108	8/12/2023 0:00	ORDER06462	Credit Card	91	No	4	Standard	32.00%	$729.00 	"$1,134 "	9	0	$43.40 	
Books	UK	5784	9/3/2023 0:00	ORDER04533	Credit Card	507	No	4	Standard	19.00%	$531.40 	$368 	3	1	$40.90 	
Books	UK	8999	6/14/2023 0:00	ORDER02147	Credit Card	653	No	4	Standard	33.00%	$761.90 	$80 	1	3	$33.50 	
Books	UK	3042	2/26/2023 0:00	ORDER07682	Credit Card	281	No	4	Standard	13.00%	$678.40 	$505 	4	4	$40.20 	
Books	UK	9313	6/20/2023 0:00	ORDER05507	Credit Card	214	No	5	Standard	8.00%	$688.70 	$307 	3	0	$5.40 	
Books	UK	4447	2/28/2023 0:00	ORDER03271	Credit Card	453	No	5	Standard	20.00%	$55.60 	$92 	8	2	$48.60 	
Books	UK	7314	5/24/2023 0:00	ORDER09233	Credit Card	698	No	5	Standard	18.00%	$937.10 	"$1,775 "	8	3	$16.60 	
Books	USA	3633	7/17/2023 0:00	ORDER03686	Credit Card	77	No	1	Standard	19.00%	$511.60 	$57 	1	0	$20.70 	
Books	USA	5047	8/18/2023 0:00	ORDER07787	Credit Card	807	No	1	Standard	32.00%	$971.20 	$768 	4	3	$5.20 	
Books	USA	8888	2/22/2023 0:00	ORDER08120	Credit Card	864	No	1	Standard	29.00%	$538.10 	$330 	6	3	$30.10 	
Books	USA	4066	5/12/2023 0:00	ORDER02016	Credit Card	585	No	1	Standard	13.00%	$614.40 	$274 	5	4	$37.80 	
Books	USA	2793	9/14/2023 0:00	ORDER03713	Credit Card	715	No	1	Standard	37.00%	$905.10 	$833 	6	5	$20.00 	
Books	USA	9872	11/4/2023 0:00	ORDER08531	Credit Card	258	No	2	Standard	34.00%	$435.70 	$775 	9	5	$35.20 	
Books	USA	9013	5/7/2023 0:00	ORDER07156	Credit Card	119	No	3	Standard	30.00%	$931.70 	$361 	3	0	$21.70 	
Books	USA	3588	8/14/2023 0:00	ORDER03830	Credit Card	56	No	3	Standard	24.00%	$62.00 	$113 	10	2	$30.30 	
Books	USA	7451	8/4/2023 0:00	ORDER01148	Credit Card	156	No	3	Standard	24.00%	$628.30 	$300 	5	5	$36.00 	
Books	USA	9337	7/28/2023 0:00	ORDER06374	Credit Card	650	No	4	Standard	19.00%	$101.40 	$63 	4	4	$46.20 	
Books	USA	3552	7/12/2023 0:00	ORDER02883	Credit Card	127	No	5	Standard	22.00%	$628.20 	$638 	8	1	$23.00 	
Books	USA	9198	3/11/2023 0:00	ORDER06967	Credit Card	887	No	5	Standard	29.00%	$424.40 	$328 	6	2	$46.30 	
Clothing	Canada	2713	2/17/2023 0:00	ORDER01380	Credit Card	719	No	1	Standard	33.00%	$617.90 	$216 	2	0	$24.90 	
Clothing	Canada	1967	3/19/2023 0:00	ORDER05457	Credit Card	693	No	1	Standard	37.00%	$323.00 	$188 	6	0	$27.10 	
Clothing	Canada	2914	1/24/2023 0:00	ORDER06410	Credit Card	10	No	1	Standard	23.00%	$65.10 	$14 	1	2	$15.40 	
Clothing	Canada	6143	2/4/2023 0:00	ORDER05495	Credit Card	961	No	1	Standard	11.00%	$942.60 	"$1,109 "	5	2	$2.50 	
Clothing	Canada	6577	3/20/2023 0:00	ORDER05225	Credit Card	765	No	1	Standard	20.00%	$271.90 	$133 	5	2	$6.60 	
Clothing	Canada	3475	12/27/2023 0:00	ORDER02956	Credit Card	21	No	1	Standard	30.00%	$27.50 	$24 	7	3	$45.40 	
Clothing	Canada	8774	10/19/2023 0:00	ORDER04243	Credit Card	520	No	1	Standard	18.00%	$607.30 	$130 	2	4	$30.90 	
Clothing	Canada	9590	6/1/2023 0:00	ORDER06190	Credit Card	700	No	2	Standard	11.00%	$519.50 	$273 	5	2	$42.10 	
Clothing	Canada	3175	8/18/2023 0:00	ORDER05444	Credit Card	222	No	3	Standard	5.00%	$774.30 	$506 	4	1	$13.80 	
Clothing	Canada	1665	4/15/2023 0:00	ORDER05288	Credit Card	790	No	3	Standard	5.00%	$778.20 	$143 	1	4	$38.20 	
Clothing	Canada	5253	6/16/2023 0:00	ORDER07293	Credit Card	924	No	4	Standard	31.00%	$557.90 	$902 	9	3	$13.50 	
Clothing	Canada	7604	8/8/2023 0:00	ORDER04720	Credit Card	999	No	4	Standard	8.00%	$306.30 	$38 	1	4	$13.80 	
Clothing	Canada	2805	10/3/2023 0:00	ORDER09345	Credit Card	423	No	5	Standard	11.00%	$514.50 	$501 	7	0	$4.90 	
Clothing	Canada	2778	3/9/2023 0:00	ORDER07631	Credit Card	446	No	5	Standard	25.00%	$388.90 	$343 	4	1	$42.40 	
Clothing	Canada	7743	9/21/2023 0:00	ORDER08510	Credit Card	649	No	5	Standard	10.00%	$265.40 	$45 	1	2	$34.60 	
Clothing	Canada	5975	1/13/2023 0:00	ORDER08467	Credit Card	829	No	5	Standard	24.00%	$131.70 	$70 	4	2	$22.10 	
Clothing	Canada	2584	11/7/2023 0:00	ORDER01896	Credit Card	281	No	5	Standard	22.00%	$485.60 	$516 	7	2	$5.10 	
Clothing	Canada	6509	11/25/2023 0:00	ORDER01706	Credit Card	793	No	5	Standard	24.00%	$792.30 	"$1,247 "	8	3	$34.30 	
Clothing	France	4246	8/4/2023 0:00	ORDER01271	Credit Card	295	No	1	Standard	19.00%	$581.80 	$692 	8	3	$12.90 	
Clothing	France	2591	7/14/2023 0:00	ORDER06871	Credit Card	573	No	3	Standard	24.00%	$932.60 	$632 	3	0	$42.80 	
Clothing	France	5350	10/24/2023 0:00	ORDER08893	Credit Card	61	No	4	Standard	13.00%	$858.30 	$846 	10	3	$38.80 	
Clothing	France	4037	12/2/2023 0:00	ORDER05143	Credit Card	385	No	4	Standard	24.00%	$165.10 	$307 	10	5	$46.70 	
Clothing	France	3083	10/27/2023 0:00	ORDER04748	Credit Card	87	No	5	Standard	8.00%	$265.50 	$109 	2	2	$40.70 	
Clothing	France	5132	4/1/2023 0:00	ORDER05389	Credit Card	688	No	5	Standard	33.00%	$123.40 	$66 	3	5	$9.10 	
Clothing	France	8728	5/11/2023 0:00	ORDER03658	Credit Card	162	No	5	Standard	11.00%	$745.90 	$297 	4	5	$7.40 	
Clothing	France	5576	9/11/2023 0:00	ORDER02592	Credit Card	876	No	5	Standard	36.00%	$475.10 	$418 	6	5	$28.40 	
Clothing	Germany	5574	10/26/2023 0:00	ORDER02335	Credit Card	834	No	1	Standard	37.00%	$137.10 	$55 	6	0	$38.90 	
Clothing	Germany	4187	10/6/2023 0:00	ORDER05378	Credit Card	346	No	1	Standard	28.00%	$830.10 	$820 	10	1	$27.00 	
Clothing	Germany	3480	8/12/2023 0:00	ORDER07443	Credit Card	709	No	1	Standard	10.00%	$758.60 	$664 	5	2	$36.70 	
Clothing	Germany	5779	7/23/2023 0:00	ORDER03591	Credit Card	15	No	1	Standard	26.00%	$14.80 	$26 	8	3	$39.70 	
Clothing	Germany	7393	6/12/2023 0:00	ORDER02284	Credit Card	256	No	1	Standard	21.00%	$807.60 	$755 	10	4	$40.20 	
Clothing	Germany	1761	3/1/2023 0:00	ORDER04903	Credit Card	811	No	2	Standard	38.00%	$799.10 	$638 	6	2	$24.40 	
Clothing	Germany	9274	7/25/2023 0:00	ORDER07827	Credit Card	650	No	2	Standard	25.00%	$736.90 	$689 	8	2	$14.10 	
Clothing	Germany	7028	1/17/2023 0:00	ORDER08204	Credit Card	148	No	2	Standard	13.00%	$166.20 	$40 	1	5	$23.20 	
Clothing	Germany	2858	2/25/2023 0:00	ORDER03939	Credit Card	151	No	2	Standard	35.00%	$974.30 	$642 	7	5	$47.70 	
Clothing	Germany	7050	6/23/2023 0:00	ORDER08620	Credit Card	386	No	3	Standard	21.00%	$652.80 	$331 	3	0	$30.70 	
Clothing	Germany	7628	11/21/2023 0:00	ORDER02133	Credit Card	121	No	3	Standard	32.00%	$160.10 	$46 	2	3	$44.70 	
Clothing	Germany	5575	10/12/2023 0:00	ORDER01116	Credit Card	117	No	4	Standard	7.00%	$560.40 	$447 	6	0	$49.50 	
Clothing	Germany	7367	3/27/2023 0:00	ORDER04645	Credit Card	291	No	4	Standard	20.00%	$739.90 	$450 	3	3	$45.00 	
Clothing	Germany	6712	4/20/2023 0:00	ORDER02809	Credit Card	948	No	4	Standard	13.00%	$530.70 	$123 	1	4	$30.80 	
Clothing	Germany	5382	5/19/2023 0:00	ORDER08661	Credit Card	497	No	4	Standard	35.00%	$18.80 	$14 	4	4	$44.40 	
Clothing	Germany	6796	11/19/2023 0:00	ORDER07489	Credit Card	726	No	4	Standard	20.00%	$146.50 	$144 	5	4	$7.90 	
Clothing	Germany	2368	1/17/2023 0:00	ORDER08634	Credit Card	518	No	4	Standard	36.00%	$268.70 	$136 	3	5	$20.50 	
Clothing	UK	5363	6/28/2023 0:00	ORDER02660	Credit Card	793	No	1	Standard	38.00%	$934.60 	"$1,676 "	10	0	$15.70 	
Clothing	UK	7680	12/17/2023 0:00	ORDER08718	Credit Card	355	No	1	Standard	22.00%	$201.30 	$73 	2	1	$47.30 	
Clothing	UK	9519	7/27/2023 0:00	ORDER05128	Credit Card	25	No	1	Standard	6.00%	$412.30 	$83 	1	2	$41.70 	
Clothing	UK	3587	7/22/2023 0:00	ORDER03213	Credit Card	934	No	1	Standard	11.00%	$299.90 	$394 	9	2	$4.70 	
Clothing	UK	7526	4/12/2023 0:00	ORDER07693	Credit Card	396	No	1	Standard	19.00%	$834.80 	"$1,201 "	9	5	$28.60 	
Clothing	UK	2135	4/10/2023 0:00	ORDER09811	Credit Card	904	No	2	Standard	6.00%	$545.20 	$730 	6	3	$28.50 	
Clothing	UK	9256	8/14/2023 0:00	ORDER01874	Credit Card	556	No	3	Standard	38.00%	$487.80 	$330 	8	2	$29.30 	
Clothing	UK	3843	3/1/2023 0:00	ORDER01755	Credit Card	694	No	3	Standard	32.00%	$785.60 	$256 	4	3	$39.50 	
Clothing	UK	3767	7/6/2023 0:00	ORDER07570	Credit Card	488	No	3	Standard	20.00%	$630.50 	$825 	7	4	$32.00 	
Clothing	UK	4005	10/7/2023 0:00	ORDER02514	Credit Card	891	No	4	Standard	15.00%	$118.70 	$199 	7	0	$16.30 	
